Coordenada_genetica;Gen;Enfermedad_asociada;Significancia_clinica
Chr12:65146458;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65146470 - 65146494;GNS;Enfermedad de Sanfilippo;Likely pathogenic
Chr12:65146477;GNS;Enfermedad de Sanfilippo;Likely pathogenic
Chr12:65146484;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65146484;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65146501;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65146503;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65146507;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65146508;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65146508;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65146510 - 65146516;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65146511;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65146515;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65146532;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65146532;GNS;Enfermedad de Sanfilippo;Benign
Chr12:65146544 - 65146547;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65146546;GNS;Enfermedad de Sanfilippo;Benign
Chr12:65152846;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152853;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152854 - 65152855;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152857;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152857;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152870;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152876;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152883;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152892;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152897;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152898;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152901;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152901;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152907;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152908 - 65152909;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65152909;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152910;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152912;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152913;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152914;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152915;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152917;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152919;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152924;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152925;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152939;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65152940;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152942;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152946;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152948;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152949;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152961;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152970;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152972;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152972;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152980;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152981;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65152981;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152984;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152987;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65152991 - 65152998;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65152991;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153000;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153002;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153003;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153008;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65153009;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153012;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153015;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153018;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153022;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65153023;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65153027;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153027;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153033;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153034;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65153036;GNS;Enfermedad de Sanfilippo;Benign
Chr12:65153039;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153041;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153041;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65153042;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153045;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153048;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153048;GNS;Enfermedad de Sanfilippo;Likely benign
Chr12:65153052;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65153053;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr12:65153053;GNS;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr12:65153080 - 65153081;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65153139;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65153176;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65153217;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65153223 - 65153224;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:102147318;GNPTAB;Enfermedad de Sanfilippo;Pathogenic
Chr12:102151344;GNPTAB;Enfermedad de Sanfilippo;Pathogenic
Chr12:102158638 - 102158642;GNPTAB;Enfermedad de Sanfilippo;Pathogenic/Likely pathogenic
Chr12:102164875;GNPTAB;Enfermedad de Sanfilippo;Pathogenic
Chr12:102179792;GNPTAB;Enfermedad de Sanfilippo;Pathogenic/Likely pathogenic
Chr12:102224444;GNPTAB;Enfermedad de Sanfilippo;Pathogenic/Likely pathogenic
Chr12:65110521 - 65153056;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:64173741 - 65857102;C12orf56|GNS|KICS2|LEMD3|MSRB3|RASSF3|RXYLT1|SRGAP1|TBC1D30|TBK1|WIF1|XPOT;Enfermedad de Sanfilippo;Pathogenic
Chr12:65133151 - 65146547;GNS;Enfermedad de Sanfilippo;Likely pathogenic
Chr12:65110501 - 65116913;GNS;Enfermedad de Sanfilippo;Likely pathogenic
Chr12:65141472 - 65141718;GNS;Enfermedad de Sanfilippo;Uncertain significance
Chr12:65133151 - 65141708;GNS;Enfermedad de Sanfilippo;Pathogenic
Chr14:102700085 - 102700086;MOK;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688016;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688020;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688063;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688079;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688091;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688124;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688147;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688153;NAGLU;Enfermedad de Sanfilippo;Benign/Likely benign
Chr17:40688209;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688210;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688213;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688292 - 40688293;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688292;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688293;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688294;NAGLU;Enfermedad de Sanfilippo;Pathogenic/Likely pathogenic
Chr17:40688295;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688295 - 40688296;NAGLU;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr17:40688297;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688298;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688299;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688301 - 40688302;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688302 - 40688305;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688304;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688305;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688308;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688308;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688311;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688314;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688314 - 40688319;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688316;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688316;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688317;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688318;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688318;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688319 - 40688320;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688320;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688321;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688322;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688322;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688326;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688327;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688329;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688330;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688334;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688337;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688338 - 40688339;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688338 - 40688339;NAGLU;Enfermedad de Sanfilippo;Pathogenic/Likely pathogenic
Chr17:40688338;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688341;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688344;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688344;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688344;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688344 - 40688345;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688346;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688347;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688349;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688349;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688350;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688356 - 40688372;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688359;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688363;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688364;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688365 - 40688397;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688367;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688367;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688368;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688369 - 40688370;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688369 - 40688370;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688370;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688371;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688371;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688372 - 40688377;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688377;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688380;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688382;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688383;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688389;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688390;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688393;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688394;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688395;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688398;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688399;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688401 - 40688410;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688401;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688402;NAGLU;Enfermedad de Sanfilippo;Pathogenic/Likely pathogenic
Chr17:40688403 - 40688410;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688404;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688405;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688409;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688410;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688410;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688413;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688416;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688422;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688422;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688425;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688425;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688428;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688431;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688432;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688434;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688434;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688434 - 40688436;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688434;NAGLU;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr17:40688436;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688436;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688437;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688437;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688438;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688443;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688443;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688449;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688453;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688458;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688460;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688462;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688462;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688466;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688466;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688467;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688470;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688470;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688473;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688478;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688480;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688481;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688482;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688483;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688483;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688487;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688488;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688489;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688490;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688491;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688491 - 40688492;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688491 - 40688492;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688491 - 40688492;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688492;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688492 - 40688494;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688493;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688498 - 40688499;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688498;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688498 - 40688499;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688499 - 40688522;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688502;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688502 - 40688520;NAGLU;Enfermedad de Sanfilippo;Pathogenic/Likely pathogenic
Chr17:40688504;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688507;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688507 - 40688508;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688509 - 40688534;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688509;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688509 - 40688510;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688512;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688513;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688513;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688515;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688515 - 40688522;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688518;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688520;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688521;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688524;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688525;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688525;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688526;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688529;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688531;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688532;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688535;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688539;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688539 - 40688552;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688542;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688545;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688545 - 40688546;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688548;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688548;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688549;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688551;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688552;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688555;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688557;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688560;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688563;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688564;NAGLU;Enfermedad de Sanfilippo;Conflicting interpretations of pathogenicity
Chr17:40688566;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688567;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688567;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688568;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688572;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688572;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688578;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688584;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688594;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688596;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688598;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688599;NAGLU;Enfermedad de Sanfilippo;Likely pathogenic
Chr17:40688601;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688603;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688604;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
Chr17:40688604 - 40688610;NAGLU;Enfermedad de Sanfilippo;Pathogenic
Chr17:40688605;NAGLU;Enfermedad de Sanfilippo;Likely benign
Chr17:40688607;NAGLU;Enfermedad de Sanfilippo;Uncertain significance
